Date,Run,Generation,Type,ID,Parental_OA,Larvae_OA,Temperature_bucket_C,Salinity,TA_mmol_kgSW,TCO2_mmol_kgSW,pH,TADIC_pH_out_in_situ,TADIC_pCO2_out_(matm)_in_situ,TADIC_WAr_out_in_situ,TADIC_pH_out_25,TADIC_pCO2_out_(matm)_25,TADIC_WAr_out_25,TApH_pH_out_in_situ,TApH_pCO2_out_(matm)_in_situ,TApH_WAr_out_in_situ,TApH_pH_out_25,TApH_pCO2_out_(matm)_25,TApH_WAr_out_25,DICpH_pH_out_in_situ,DICpH_pCO2_out_(matm)_in_situ,DICpH_WAr_out_in_situ,DICpH_pH_out_25,DICpH_pCO2_out_(matm)_25,DICpH_WAr_out_25
4/10/2023,6,F3,Larvae,13,Low,High,24,26.68,1860.1,,7.5883,,,,,,,7.576,1178.4,0.9,7.562913234,1221.394567,0.91,,,,,,
4/10/2023,6,F3,Larvae,14,Low,High,23.9,26.69,1963.36,,7.695,,,,,,,7.682,954.6,1.19,7.667324308,994.5917079,1.2,,,,,,
4/10/2023,6,F3,Larvae,15,Low,High,23.9,26.3,1967.27,,7.6393,,,,,,,7.629,1097.8,1.06,7.614146478,1142.826085,1.07,,,,,,
4/10/2023,6,F3,Larvae,16,Mid,High,24.1,26.84,1983.39,,7.6391,,,,,,,7.625,1111.6,1.08,7.613234502,1148.783627,1.09,,,,,,
4/10/2023,6,F3,Larvae,17,Mid,High,23.9,26.71,1966.55,,7.6289,,,,,,,7.618,1122.2,1.04,7.603560027,1168.118558,1.05,,,,,,
4/10/2023,6,F3,Larvae,18,Mid,High,23.9,26.69,1966.32,,7.6318,,,,,,,7.621,1114.3,1.05,7.606429438,1159.90237,1.06,,,,,,
4/10/2023,6,F3,Larvae,19,High,Low,24,26.74,1960.49,,8.0369,,,,,,,8.023,392.6,2.36,8.007809672,408.6793253,2.37,,,,,,
4/10/2023,6,F3,Larvae,20,High,Low,24,26.7,1949.71,,8.0516,,,,,,,8.036,376.3,2.4,8.021404807,391.7816712,2.42,,,,,,
4/10/2023,6,F3,Larvae,21,High,Low,24.1,26.78,1971.04,,8.0356,,,,,,,8.018,399.6,2.36,8.004575029,414.3685234,2.38,,,,,,
4/10/2023,6,F3,Larvae,22,High,Mid,24,26.84,1975.06,,7.7282,,,,,,,7.716,881,1.29,7.702246134,914.8910522,1.31,,,,,,
4/10/2023,6,F3,Larvae,23,High,Mid,24.1,26.84,2069,,7.889,,,,,,,7.874,615.9,1.88,7.860952036,638.0773604,1.89,,,,,,
4/10/2023,6,F3,Larvae,24,High,Mid,23.8,26.8,1907.12,,7.767,,,,,,,7.758,764.3,1.35,7.741144347,800.1086969,1.36,,,,,,
4/10/2023,6,F3,Larvae,25,High,High,24,26.73,1955.97,,7.639,,,,,,,7.627,1093.4,1.06,7.613145951,1134.131668,1.07,,,,,,
4/10/2023,6,F3,Larvae,26,High,High,23.9,26.68,1959.37,,7.6339,,,,,,,7.621,1110.1,1.04,7.606513576,1155.612275,1.06,,,,,,
4/10/2023,6,F3,Larvae,27,High,High,23.9,26.31,1912.01,,7.6771,,,,,,,7.665,974.4,1.11,7.650058034,1014.931707,1.12,,,,,,
4/12/2023,6,F3,Larvae,1,Low,Low,24,26.61,1976.52,,8.0609,,,,,,,8.047,371.5,2.48,8.031701142,386.8019133,2.5,,,,,,
4/12/2023,6,F3,Larvae,2,Low,Low,24,26.76,1971.78,,8.0484,,,,,,,8.034,382.7,2.42,8.019255937,398.3922754,2.44,,,,,,
4/12/2023,6,F3,Larvae,3,Low,Low,23.9,26.67,1967.5,,8.0435,,,,,,,8.032,384.4,2.4,8.015721726,401.8218097,2.42,,,,,,
4/12/2023,6,F3,Larvae,4,Mid,Low,24.1,26.82,1971.4,,8.0532,,,,,,,8.037,379.5,2.45,8.023437175,393.4800615,2.46,,,,,,
4/12/2023,6,F3,Larvae,5,Mid,Low,24,26.67,1965.46,,8.0485,,,,,,,8.033,383.3,2.4,8.017865005,399.0525682,2.42,,,,,,
4/12/2023,6,F3,Larvae,6,Mid,Low,23.9,26.86,1971.28,,8.0602,,,,,,,8.049,366.8,2.49,8.032650379,383.4570659,2.51,,,,,,
4/12/2023,6,F3,Larvae,7,Low,Mid,24.2,26.74,1972.65,,7.7701,,,,,,,7.751,805.9,1.4,7.740148299,830.8106524,1.41,,,,,,
4/12/2023,6,F3,Larvae,8,Low,Mid,23.9,26.66,1993.88,,7.7612,,,,,,,7.748,821.2,1.38,7.732870577,856.3593278,1.4,,,,,,
4/12/2023,6,F3,Larvae,9,Low,Mid,24,26.66,1961.48,,7.742,,,,,,,7.728,850.7,1.31,7.713993459,883.5140437,1.32,,,,,,
4/12/2023,6,F3,Larvae,10,Mid,Mid,24.1,26.64,1964.15,,7.7441,,,,,,,7.718,874.2,1.29,7.705400135,904.3898878,1.3,,,,,,
4/12/2023,6,F3,Larvae,11,Mid,Mid,24,26.67,1999.13,,7.7782,,,,,,,7.767,785.4,1.45,7.752809075,816.0449427,1.46,,,,,,
4/12/2023,6,F3,Larvae,12,Mid,Mid,24,26.68,1964.26,,7.7517,,,,,,,7.74,825.9,1.35,7.726107527,857.8301216,1.36,,,,,,
4/12/2023,6,F3,Larvae,13,Low,High,24.1,26.6,1971.05,,7.6904,,,,,,,7.675,977,1.18,7.66305158,1010.252905,1.19,,,,,,
4/12/2023,6,F3,Larvae,14,Low,High,24.1,26.6,1964.83,,7.6492,,,,,,,7.634,1079.6,1.08,7.622039616,1115.812164,1.09,,,,,,
4/12/2023,6,F3,Larvae,15,Low,High,24.1,26.56,1956.9,,7.6523,,,,,,,7.637,1068.1,1.08,7.624839795,1103.946468,1.09,,,,,,
4/12/2023,6,F3,Larvae,16,Mid,High,24.2,26.57,1953.38,,7.6608,,,,,,,7.644,1046.9,1.1,7.633509654,1078.231531,1.11,,,,,,
4/12/2023,6,F3,Larvae,17,Mid,High,24.1,26.58,1961.06,,7.6581,,,,,,,7.644,1051,1.1,7.632047482,1086.390268,1.11,,,,,,
4/12/2023,6,F3,Larvae,18,Mid,High,24.1,26.59,1962.3,,7.6516,,,,,,,7.637,1070.1,1.09,7.625082169,1106.040316,1.1,,,,,,
4/12/2023,6,F3,Larvae,19,High,Low,24.2,26.79,1970.99,,8.0298,,,,,,,8.015,403.3,2.35,8.00267407,416.4485066,2.37,,,,,,
4/12/2023,6,F3,Larvae,20,High,Low,24.1,26.69,1969.94,,8.033,,,,,,,8.018,400.3,2.35,8.004222504,415.012084,2.37,,,,,,
4/12/2023,6,F3,Larvae,21,High,Low,24,26.72,1989,,8.0629,,,,,,,8.05,370.3,2.51,8.034735922,385.5438739,2.53,,,,,,
4/12/2023,6,F3,Larvae,22,High,Mid,24.1,26.77,1957.97,,7.7497,,,,,,,7.734,834.4,1.33,7.721892958,863.4107781,1.35,,,,,,
4/12/2023,6,F3,Larvae,23,High,Mid,23.9,26.75,1996.74,,7.7739,,,,,,,7.764,789.6,1.43,7.748398441,823.5692496,1.45,,,,,,
4/12/2023,6,F3,Larvae,24,High,Mid,23.9,26.68,1971.05,,7.7483,,,,,,,7.735,838.7,1.33,7.719953311,874.4072283,1.35,,,,,,
4/12/2023,6,F3,Larvae,25,High,High,24.3,26.67,1963.32,,7.6233,,,,,,,7.606,1156.5,1.03,7.596837172,1186.281683,1.04,,,,,,
4/12/2023,6,F3,Larvae,26,High,High,24.2,26.5,1963.88,,7.6246,,,,,,,7.609,1149.7,1.03,7.598534374,1183.609721,1.04,,,,,,
4/12/2023,6,F3,Larvae,27,High,High,24.1,26.61,1974.53,,7.7031,,,,,,,7.689,946.1,1.22,7.676438708,978.4837934,1.23,,,,,,
4/14/2023,6,F3,Larvae,1,Low,Low,24,26.41,1953.05,,8.0375,,,,,,,8.024,391.3,2.34,8.009157298,407.3510475,2.36,,,,,,
4/14/2023,6,F3,Larvae,2,Low,Low,24.1,26.45,2008.37,,8.1094,,,,,,,8.095,331.7,2.76,8.08104874,344.0261287,2.78,,,,,,
4/14/2023,6,F3,Larvae,3,Low,Low,24.2,26.38,1954.42,,8.0202,,,,,,,8.003,414.6,2.26,7.991190094,428.1532591,2.28,,,,,,
4/14/2023,6,F3,Larvae,4,Mid,Low,24,26.59,1892.26,,8.0244,,,,,,,8.009,393,2.21,7.994646798,409.0976379,2.23,,,,,,
4/14/2023,6,F3,Larvae,5,Mid,Low,24.2,26.55,1956.91,,7.7554,,,,,,,7.738,828,1.34,7.727136681,853.5025231,1.35,,,,,,
4/14/2023,6,F3,Larvae,6,Mid,Low,24.1,26.35,2000.72,,8.0982,,,,,,,8.083,341.4,2.68,8.069743219,354.0592003,2.7,,,,,,
4/14/2023,6,F3,Larvae,7,Low,Mid,24.1,26.47,2005.34,,7.734,,,,,,,7.719,892.6,1.31,7.706215279,923.4509441,1.33,,,,,,
4/14/2023,6,F3,Larvae,8,Low,Mid,24,26.45,1946.88,,7.7765,,,,,,,7.763,774,1.39,7.748896034,804.1648316,1.41,,,,,,
4/14/2023,6,F3,Larvae,9,Low,Mid,24.3,26.36,1979.67,,7.6511,,,,,,,7.634,1092.6,1.09,7.624206548,1121.005631,1.1,,,,,,
4/14/2023,6,F3,Larvae,10,Mid,Mid,24.1,26.46,2025.38,,7.8476,,,,,,,7.835,669,1.69,7.822576756,692.8380031,1.7,,,,,,
4/14/2023,6,F3,Larvae,11,Mid,Mid,24.2,26.41,1954.62,,7.7035,,,,,,,7.689,937,1.21,7.678491949,965.4480141,1.22,,,,,,
4/14/2023,6,F3,Larvae,12,Mid,Mid,24.1,26.38,1956.36,,7.731,,,,,,,7.719,870.5,1.28,7.706573011,900.5273453,1.29,,,,,,
4/14/2023,6,F3,Larvae,13,Low,High,24.1,26.4,1956.04,,7.6523,,,,,,,7.636,1071.8,1.08,7.623917937,1107.769671,1.09,,,,,,
4/14/2023,6,F3,Larvae,14,Low,High,24.1,26.38,1952.18,,7.6603,,,,,,,7.643,1051,1.09,7.631018789,1086.359807,1.1,,,,,,
4/14/2023,6,F3,Larvae,15,Low,High,24.3,26.39,1968.52,,7.65,,,,,,,7.631,1091.9,1.08,7.622047606,1120.269625,1.09,,,,,,
4/14/2023,6,F3,Larvae,16,Mid,High,24.2,26.37,1954.21,,7.6459,,,,,,,7.628,1094,1.06,7.616932343,1126.487178,1.07,,,,,,
4/14/2023,6,F3,Larvae,17,Mid,High,24.3,26.43,1956.33,,7.6417,,,,,,,7.622,1110,1.05,7.612779202,1138.762557,1.06,,,,,,
4/14/2023,6,F3,Larvae,18,Mid,High,24.1,26.35,1961.37,,7.7317,,,,,,,7.715,881.6,1.27,7.702708264,912.0290944,1.28,,,,,,
4/14/2023,6,F3,Larvae,19,High,Low,24.1,26.39,1948.69,,8.0253,,,,,,,8.012,403.4,2.29,7.998647946,418.2740605,2.3,,,,,,
4/14/2023,6,F3,Larvae,20,High,Low,24.1,26.41,1956.22,,8.0245,,,,,,,8.01,406.6,2.29,7.997105252,421.5926672,2.31,,,,,,
4/14/2023,6,F3,Larvae,21,High,Low,24.2,26.54,1975.22,,8.09,,,,,,,8.073,345.6,2.62,8.060982437,356.9916361,2.63,,,,,,
4/14/2023,6,F3,Larvae,22,High,Mid,24.1,26.4,1864.59,,7.7317,,,,,,,7.715,836.3,1.21,7.702994285,865.1159192,1.22,,,,,,
4/14/2023,6,F3,Larvae,23,High,Mid,24.1,26.27,1952.35,,7.7646,,,,,,,7.752,799.5,1.37,7.739623943,827.3595445,1.38,,,,,,
4/14/2023,6,F3,Larvae,24,High,Mid,24.3,26.38,1942.78,,7.7283,,,,,,,7.709,886,1.26,7.699757506,909.6965775,1.27,,,,,,
4/14/2023,6,F3,Larvae,25,High,High,24.2,26.36,1955.71,,7.6426,,,,,,,7.631,1084.9,1.07,7.620606727,1117.207248,1.08,,,,,,
4/14/2023,6,F3,Larvae,26,High,High,24.2,26.06,1956.18,,7.6571,,,,,,,7.643,1057.8,1.09,7.632041724,1089.397397,1.1,,,,,,
4/14/2023,6,F3,Larvae,27,High,High,24.2,26.28,2007.33,,7.7843,,,,,,,7.769,788.7,1.46,7.757472435,813.1993074,1.47,,,,,,
4/17/2023,6,F3,Larvae,1,Low,Low,24,26.94,1972.9,,8.0302,,,,,,,8.015,402.7,2.34,7.999943546,419.1547919,2.36,,,,,,
4/17/2023,6,F3,Larvae,2,Low,Low,24.1,26.96,1979.89,,8.0384,,,,,,,8.022,396.7,2.39,8.008103022,411.3580646,2.41,,,,,,
4/17/2023,6,F3,Larvae,3,Low,Low,24.1,26.92,1977.25,,8.0502,,,,,,,8.035,382.2,2.45,8.021494235,396.2687444,2.47,,,,,,
4/17/2023,6,F3,Larvae,4,Mid,Low,24,26.99,1985.58,,8.0187,,,,,,,8.004,416.7,2.32,7.989533324,433.7409734,2.33,,,,,,
4/17/2023,6,F3,Larvae,5,Mid,Low,24.1,27.09,1985.57,,8.0515,,,,,,,8.034,384.4,2.46,8.020096061,398.6331808,2.48,,,,,,
4/17/2023,6,F3,Larvae,6,Mid,Low,24.1,26.91,1892.5,,8.0508,,,,,,,8.033,367.5,2.33,8.019284797,381.0157764,2.35,,,,,,
4/17/2023,6,F3,Larvae,7,Low,Mid,24.1,27.15,1988.24,,7.7935,,,,,,,7.777,757.1,1.49,7.764438779,783.7018002,1.5,,,,,,
4/17/2023,6,F3,Larvae,8,Low,Mid,24.1,26.98,1984.07,,7.8041,,,,,,,7.787,737.2,1.51,7.774676501,763.1404639,1.53,,,,,,
4/17/2023,6,F3,Larvae,9,Low,Mid,24.1,26.92,1973.19,,7.8006,,,,,,,7.785,738.7,1.5,7.771918614,764.7478561,1.51,,,,,,
4/17/2023,6,F3,Larvae,10,Mid,Mid,24,26.97,1980.55,,7.781,,,,,,,7.764,781.2,1.43,7.749947985,811.631687,1.45,,,,,,
4/17/2023,6,F3,Larvae,11,Mid,Mid,24.1,26.93,1973.34,,7.7569,,,,,,,7.74,827.2,1.37,7.727759037,856.0125189,1.38,,,,,,
4/17/2023,6,F3,Larvae,12,Mid,Mid,24.1,26.9,1982.74,,7.7884,,,,,,,7.77,771,1.46,7.757282674,798.0533256,1.47,,,,,,
4/17/2023,6,F3,Larvae,13,Low,High,24.1,26.91,1985.33,,7.6544,,,,,,,7.64235414,1065.523358,1.119352709,7.630238394,1101.417865,1.13063739,,,,,,
4/17/2023,6,F3,Larvae,14,Low,High,24.1,26.96,1991.59,,7.7059,,,,,,,7.690853431,946.0700584,1.244508307,7.678498114,978.4888165,1.256365911,,,,,,
4/17/2023,6,F3,Larvae,15,Low,High,24.1,26.93,1975.48,,7.6401,,,,,,,7.62450469,1108.191323,1.072972983,7.612481553,1145.273832,1.084014051,,,,,,
4/17/2023,6,F3,Larvae,16,Mid,High,24.1,26.89,1981.6,,7.7247,,,,,,,7.709278112,899.1366015,1.284719763,7.696841612,930.1275942,1.296737074,,,,,,
4/17/2023,6,F3,Larvae,17,Mid,High,24.1,27.02,1983.21,,7.6959,,,,,,,7.680632544,965.9794673,1.214521055,7.668323461,998.9693146,1.226209726,,,,,,
4/17/2023,6,F3,Larvae,18,Mid,High,23.9,26.95,1981.24,,7.6626,,,,,,,7.649427443,1043.587983,1.125820886,7.634581302,1086.820807,1.139595732,,,,,,
4/17/2023,6,F3,Larvae,19,High,Low,24.1,26.92,1969.02,,8.0344,,,,,,,8.014536021,402.2385216,2.346312813,8.001146302,417.0454453,2.363221713,,,,,,
4/17/2023,6,F3,Larvae,20,High,Low,23.9,26.95,1968.35,,8.0332,,,,,,,8.016768615,399.5281785,2.339752883,8.000399664,417.5832812,2.360329829,,,,,,
4/17/2023,6,F3,Larvae,21,High,Low,24.1,26.98,1961.46,,8.0706,,,,,,,8.049882327,363.505032,2.499833583,8.036422139,376.9487754,2.517434104,,,,,,
4/17/2023,6,F3,Larvae,22,High,Mid,24.1,26.92,1984.85,,7.7683,,,,,,,7.7516698,808.5697357,1.405682676,7.739052088,836.7958661,1.418248017,,,,,,
4/17/2023,6,F3,Larvae,23,High,Mid,24.1,26.92,1880.06,,7.7414,,,,,,,7.722555399,823.7888701,1.252439996,7.710065605,852.2887708,1.263998212,,,,,,
4/17/2023,6,F3,Larvae,24,High,Mid,24.1,26.88,1971.19,,7.7613,,,,,,,7.741203312,824.9080943,1.364909974,7.72863041,853.6156024,1.377257413,,,,,,
4/17/2023,6,F3,Larvae,25,High,High,24.1,26.94,1966.02,,7.6578,,,,,,,7.641818447,1056.09653,1.107744405,7.629704563,1091.667345,1.11891177,,,,,,
4/17/2023,6,F3,Larvae,26,High,High,24.1,26.98,1969.76,,7.6639,,,,,,,7.647334489,1043.246215,1.123807208,7.635190784,1078.457805,1.13505321,,,,,,
4/17/2023,6,F3,Larvae,27,High,High,24.1,26.91,1976.05,,7.6751,,,,,,,7.65982298,1015.131594,1.155750274,7.647619141,1049.545367,1.167169513,,,,,,
4/19/2023,6,F3,Larvae,1,Low,Low,23.8,26.76,1975.2,1786.6,8.0229,,,,,,,8.010069463,409.3130612,2.302191901,7.992232029,429.5194039,2.324468508,,,,,,
4/19/2023,6,F3,Larvae,2,Low,Low,23.8,26.84,1970.87,1775.02,8.0387,,,,,,,8.025839714,390.8802125,2.370024218,8.00795858,410.2176276,2.392687586,,,,,,
4/19/2023,6,F3,Larvae,3,Low,Low,23.9,26.94,1972.74,1770.86,8.0452,,,,,,,8.031879681,384.3716231,2.41246814,8.015471934,401.779333,2.433480431,,,,,,
4/19/2023,6,F3,Larvae,4,Mid,Low,23.8,26.84,1982.31,1782.43,8.0276,,,,,,,8.014610346,405.3998058,2.334177607,7.996758276,425.4260042,2.356650076,,,,,,
4/19/2023,6,F3,Larvae,5,Mid,Low,23.8,26.82,1971.33,1770.08,8.036,,,,,,,8.025386443,391.5582571,2.367710598,8.007506548,410.9284618,2.390367933,,,,,,
4/19/2023,6,F3,Larvae,6,Mid,Low,23.8,26.46,1971.98,1772.7,8.0488,,,,,,,8.037268511,381.0234448,2.406259354,8.019357322,399.9105457,2.429292512,,,,,,
4/19/2023,6,F3,Larvae,7,Low,Mid,23.8,27.06,1982.44,1861.64,7.8345,,,,,,,7.822713341,671.5922573,1.608866743,7.805543951,703.613635,1.626750922,,,,,,
4/19/2023,6,F3,Larvae,8,Low,Mid,23.7,26.94,1972.05,1860.31,7.8187,,,,,,,7.810539126,690.0655822,1.551578961,7.792007278,725.6710636,1.570546349,,,,,,
4/19/2023,6,F3,Larvae,9,Low,Mid,23.8,26.97,1988.83,1876.48,7.821,,,,,,,7.809971439,697.0042087,1.570215672,7.792862082,730.1368641,1.587911313,,,,,,
4/19/2023,6,F3,Larvae,10,Mid,Mid,23.7,26.69,1979.47,1882.83,7.7799,,,,,,,7.769427838,771.7696116,1.424840159,7.751123652,811.1655043,1.443070532,,,,,,
4/19/2023,6,F3,Larvae,11,Mid,Mid,23.8,26.69,1975.62,1893.6,7.7258,,,,,,,7.715232874,884.0625101,1.276278076,7.698635724,924.9808035,1.292215507,,,,,,
4/19/2023,6,F3,Larvae,12,Mid,Mid,23.5,26.91,1970.9,1872.16,7.7895,,,,,,,7.783249601,739.6124324,1.454658945,7.762040617,783.5067943,1.47576919,,,,,,
4/19/2023,6,F3,Larvae,13,Low,High,23.9,26.91,1970.61,1907.59,7.6673,,,,,,,7.654647339,1024.843009,1.131095471,7.639771148,1067.37666,1.144865415,,,,,,
4/19/2023,6,F3,Larvae,14,Low,High,23.8,26.96,1986.04,1919.43,7.6655,,,,,,,7.65217537,1038.561434,1.130914018,7.635964691,1085.627852,1.145973064,,,,,,
4/19/2023,6,F3,Larvae,15,Low,High,23.8,26.92,1969.34,1898.94,7.7062,,,,,,,7.693356565,928.9973622,1.221338978,7.67688223,971.7020871,1.236875759,,,,,,
4/19/2023,6,F3,Larvae,16,Mid,High,23.4,27.02,1976.29,1908.11,7.6956,,,,,,,7.689124536,940.2469371,1.198555853,7.667208428,998.2179779,1.219011853,,,,,,
4/19/2023,6,F3,Larvae,17,Mid,High,23.9,26.89,1971.31,1925.16,7.6187,,,,,,,7.606439838,1156.264582,1.021444414,7.591874819,1203.377076,1.034612081,,,,,,
4/19/2023,6,F3,Larvae,18,Mid,High,23.7,26.91,1969.69,1920.11,7.6415,,,,,,,7.632609029,1081.57414,1.070719325,7.615201324,1134.374583,1.086559648,,,,,,
4/19/2023,6,F3,Larvae,19,High,Low,23.8,26.21,1967.48,1770.92,8.0398,,,,,,,8.027536726,391.6131015,2.346029473,8.009654104,411.0027277,2.368754541,,,,,,
4/19/2023,6,F3,Larvae,20,High,Low,23.7,26.91,1972.45,1771.57,8.0392,,,,,,,8.027981078,388.5904139,2.376049745,8.008603993,409.4650477,2.400597008,,,,,,
4/19/2023,6,F3,Larvae,21,High,Low,23.7,26.93,1991.77,1782.85,8.0467,,,,,,,8.034417781,385.6127315,2.430287147,8.015017587,406.3495321,2.455259536,,,,,,
4/19/2023,6,F3,Larvae,22,High,Mid,23.7,26.93,1986.04,1862.11,7.8541,,,,,,,7.841102699,642.3699292,1.662115753,7.822420188,675.7564823,1.681872485,,,,,,
4/19/2023,6,F3,Larvae,23,High,Mid,23.8,26.85,1975.88,1885.16,7.7479,,,,,,,7.735431344,838.7272762,1.335513249,7.718710855,877.7947388,1.351772645,,,,,,
4/19/2023,6,F3,Larvae,24,High,Mid,23.8,26.59,1989.91,1883.81,7.7421,,,,,,,7.728266197,862.6022171,1.318186521,7.711595856,902.6879506,1.334454295,,,,,,
4/19/2023,6,F3,Larvae,25,High,High,23.8,26.75,1975.37,1924.66,7.6266,,,,,,,7.615768785,1133.285469,1.036783987,7.599824613,1183.919661,1.05126765,,,,,,
4/19/2023,6,F3,Larvae,26,High,High,23.8,26.92,1974.35,1925.87,7.6468,,,,,,,7.635060048,1077.82801,1.083373402,7.618969146,1126.360314,1.098105623,,,,,,
4/19/2023,6,F3,Larvae,27,High,High,23.7,26.86,1969.7,1921.15,7.6165,,,,,,,7.60651043,1154.625554,1.012019492,7.589308743,1210.412805,1.027482327,,,,,,
